#blinkered/attestations/2 language=et words=63006 sources=14 built=2026-09-23 digest=16011374f79f4d6d
#tokens ebible:ekk=114996 gut=10447 ia=943424 lz:est_news_2022_300K=362775 lz:est_newscrawl_2017_1M=1685587 tat=24005 web:aripaev.ee=250616 web:delfi.ee=56942 web:eestinaine.ee=5351 web:err.ee=219169 web:looming.ee=318891 web:lounaeestlane.ee=179274 web:ohtuleht.ee=34001 web:pealinn.ee=52 web:postimees.ee=100105 web:sirp.ee=273572 wiki:et=56872163 wikisource:et=463507
KINKEKAARDI	lz:est_news_2022_300K,lz:est_newscrawl_2017_1M,wiki:et	1,1,8	lz:est_news_2022_300K:https://www.err.ee/1608690166/vanemuises-esietendub-tonis-kaumanni-ooper-kaubamaja lz:est_newscrawl_2017_1M:http://www.eestikirik.ee/stabiilsest-aastast/ wiki:et:174673 wiki:et:242784
KOHALVIIBINUD	lz:est_news_2022_300K,lz:est_newscrawl_2017_1M,web:sirp.ee,wiki:et	1,1,1,8	lz:est_news_2022_300K:https://www.aripaev.ee/borsiuudised/2022/01/21/aasia-aktsiaturud-kukuvad-wall-streeti-eeskujul lz:est_newscrawl_2017_1M:http://www.postimees.ee/1422653/pirital-jooksnud-poder-suri-enne-metsaviimist web:sirp.ee:https://www.sirp.ee/postimehe-lavastamine-alamkolka-linnas/ wiki:et:606 wiki:et:40962
KOLMELIIKMELIST	lz:est_news_2022_300K,lz:est_newscrawl_2017_1M,web:looming.ee,wiki:et	1,1,1,8	lz:est_news_2022_300K:https://www.err.ee/1608747010/norstat-ekre-toetus-tousis-ule-27-protsendi lz:est_newscrawl_2017_1M:http://www.aripaev.ee/uudised/2016/09/27/clinton-trumpi-vastu---esimene-raund web:looming.ee:https://www.looming.ee/aaremarkusi-pohikirjast/ wiki:et:6252 wiki:et:180560
KORVPALLURINA	lz:est_news_2022_300K,lz:est_newscrawl_2017_1M,wiki:et	1,1,8	lz:est_news_2022_300K:https://sport.err.ee/1608714727/petrov-olen-trenni-teinud-samal-laual-o-sullivaniga lz:est_newscrawl_2017_1M:http://www.vooremaa.ee/kamari-puhkeala-arendajaks-sai-poltsamaa-vallavara/ wiki:et:109031 wiki:et:125618
KULUTUST	lz:est_news_2022_300K,lz:est_newscrawl_2017_1M,wiki:et	1,1,8	lz:est_news_2022_300K:https://kultuur.err.ee/1608515618/baltimaade-rahvusraamatukogud-kutsuvad-peatama-venemaa-liikmelisust-erialauhendustes lz:est_newscrawl_2017_1M:http://www.eestikirik.ee/7-12-jamaja-kuldne-sugis-kestab/ wiki:et:159214 wiki:et:172128
KÜMNENDIGA	lz:est_news_2022_300K,lz:est_newscrawl_2017_1M,web:delfi.ee,wiki:et	1,1,1,8	lz:est_news_2022_300K:https://www.err.ee/1608537214/putini-kone-teleulekande-katkestas-tehniline-rike lz:est_newscrawl_2017_1M:https://www.meiemaa.ee/index.php?content=kommentaarid=74200=1=1=3 web:delfi.ee:https://www.delfi.ee/artikkel/120612679/euroopa-ravimifirmad-hoiatavad-usa-ja-hiina-ulemvoimu-eest wiki:et:12589 wiki:et:49737
LAENUVÕTJAD	lz:est_news_2022_300K,lz:est_newscrawl_2017_1M,wiki:et	1,1,8	lz:est_news_2022_300K:https://www.harjuelu.ee/hea-soda-jaab-ara-kuna-gaasi-ei-ole/ lz:est_newscrawl_2017_1M:http://www.postimees.ee/1840635/ao-kaiv-joudis-afganistanist-koju-saata-32-kirja wiki:et:15320 wiki:et:27882
LAVASTUSLIKE	lz:est_news_2022_300K,lz:est_newscrawl_2017_1M,web:sirp.ee,wiki:et	1,1,1,8	lz:est_news_2022_300K:https://www.err.ee/1608760609/giorgia-meloni-sai-itaalia-presidendilt-volitused-valitsuse-moodustamiseks lz:est_newscrawl_2017_1M:http://www.postimees.ee/1376823/vene-piirivalve-rikkus-tagaajamise-kaigus-leedu-piiri web:sirp.ee:https://www.sirp.ee/romantilises-laadis-s-ltuvuslugu/ wiki:et:67315 wiki:et:221767
LIPSATA	lz:est_news_2022_300K,lz:est_newscrawl_2017_1M,web:looming.ee,wiki:et	1,1,1,8	lz:est_news_2022_300K:https://www.delfi.ee/artikkel/120066972/otsepilt-valitsus-annab-riigikogule-aru-sugishooaja-esimeses-infotunnis lz:est_newscrawl_2017_1M:http://www.delfi.ee/news/paevauudised/valismaa/prantsusmaa-brexiti-korral-lastakse-calaiss-laagris-olevad-migrandid-kohe-inglismaale?id=73851073=1=0=1=1 web:looming.ee:https://www.looming.ee/lihtsalt-jutt/ wiki:et:20639 wiki:et:112217
LOOVJUHI	lz:est_news_2022_300K,lz:est_newscrawl_2017_1M,web:ohtuleht.ee,wiki:et	1,1,3,8	lz:est_news_2022_300K:https://sport.delfi.ee/artikkel/120018470/maailmarekordimees-warholm-voib-mm-ilt-korvale-jaada-algas-voidujooks-ajaga lz:est_newscrawl_2017_1M:http://www.eestikirik.ee/2016/04/page/8/ web:ohtuleht.ee:https://www.ohtuleht.ee/melu/1167449/ullatus-versace-moemajast-lahkunud-donatella-alustab-uut-peatukki wiki:et:109695 wiki:et:126802
LÕPPHIND	lz:est_news_2022_300K,lz:est_newscrawl_2017_1M,web:aripaev.ee,wiki:et	1,1,8,8	lz:est_news_2022_300K:https://ekspress.delfi.ee/artikkel/95021549/jousaalihundid-selgitavad-mis-aine-on-nabilt-leitud-letrosool-ja-milleks-seda-kasutatakse lz:est_newscrawl_2017_1M:http://www.hiiuleht.ee/2016/09/viimane-kingitus/ web:aripaev.ee:https://www.aripaev.ee/sisuturundus/2026/09/10/lords-lb-fond-kavandab-arihoonete-artery-ja-k29-omandamist-mida-see-tahendab-investorile web:aripaev.ee:https://www.aripaev.ee/arvamused/2026/09/14/timo-tatar-elekter-ei-ole-eestis-kallis wiki:et:261731 wiki:et:269633
MEDALINI	lz:est_news_2022_300K,lz:est_newscrawl_2017_1M,wiki:et	1,1,8	lz:est_news_2022_300K:https://sport.err.ee/1608583105/sotimaa-kaitses-segapaaride-mm-il-tiitlit lz:est_newscrawl_2017_1M:http://www.aripaev.ee/uudised/2014/03/03/ukraina-kriis-kukutab-euroopa-aktsiaid wiki:et:9056 wiki:et:34197
MEELEVALDSEID	lz:est_news_2022_300K,lz:est_newscrawl_2017_1M,web:delfi.ee,web:sirp.ee,wiki:et	1,1,1,1,8	lz:est_news_2022_300K:https://online.le.ee/2022/08/31/laane-elu-paberleht-neljapaeval-1-septembril/ lz:est_newscrawl_2017_1M:http://www.delfi.ee/news/paevauudised/eesti/soiduteooriat-vaid-internetis-istudes-enam-oppida-ei-saa?id=46155921 web:delfi.ee:https://www.delfi.ee/artikkel/120612574/uro-suudistas-rankades-kuritegudes-nii-iraani-kui-ka-usa-d web:sirp.ee:https://www.sirp.ee/venemaa-r-gib-rahvaloenduse-kaudu/ wiki:et:13193 wiki:et:65975
MEILIAADRESSI	lz:est_news_2022_300K,lz:est_newscrawl_2017_1M,wiki:et	1,1,8	lz:est_news_2022_300K:https://sport.delfi.ee/artikkel/120096634/video-euroliiga-vanameistri-vagev-viskepaev-toi-virtusele-itaalia-klubide-duellis-voidu lz:est_newscrawl_2017_1M:http://www.delfi.ee/news/paevauudised/eesti/suud-puhtaks-blogi-miks-on-paljude-jaoks-kodu-koige-ebaturvalisem-paik?id=77634150=1=0=0=1 wiki:et:172128 wiki:et:534249
MÖÖDUMISELE	lz:est_news_2022_300K,lz:est_newscrawl_2017_1M,wiki:et	1,1,8	lz:est_news_2022_300K:https://www.aripaev.ee/uudised/2022/04/30/arvustus-volkswagen-multivan-vaat-siia-mahub-elustiil-pariselt-ara lz:est_newscrawl_2017_1M:http://www.ohtuleht.ee/765890/jarelevaadatav-neidude-u19-ei-suutnud-tsehhi-vastu-uhtki-pealelooki-sooritada wiki:et:34443 wiki:et:43010
NORMAALSETEST	lz:est_news_2022_300K,lz:est_newscrawl_2017_1M,wiki:et	1,1,8	lz:est_news_2022_300K:https://www.delfi.ee/artikkel/120025222/paev-liikluses-vigastada-sai-kumme-inimest-viis-neist-toukerattal lz:est_newscrawl_2017_1M:http://www.vnl.ee/pressiteated.php?id=5477 wiki:et:101958 wiki:et:310693
NORMAALSUST	lz:est_news_2022_300K,lz:est_newscrawl_2017_1M,wiki:et	1,1,8	lz:est_news_2022_300K:https://www.delfi.ee/artikkel/120051764/narva-opositsionaar-aleksei-jevgrafov-tanki-teisaldamisest-ainult-debiilik-ei-saa-aru-et-see-oli-natalia-umarova-ja-katri-raigi-kokkumang lz:est_newscrawl_2017_1M:http://www.postimees.ee/2502033/kloonitud-seebimull wiki:et:5996 wiki:et:6748
NÜANSSI	lz:est_news_2022_300K,lz:est_newscrawl_2017_1M,web:looming.ee,wiki:et	1,1,1,8	lz:est_news_2022_300K:https://www.err.ee/1608461774/el-ahvardas-bosnia-serblaste-juhtkonda-sanktsioonidega lz:est_newscrawl_2017_1M:http://www.vabaeestisona.com/index.php/kunst.html?start=192 web:looming.ee:https://www.looming.ee/primitiivsuse-uhtne-valjateooria/ wiki:et:29834 wiki:et:64821
OTSEPILTI	lz:est_news_2022_300K,lz:est_newscrawl_2017_1M,web:delfi.ee,wiki:et	1,1,1,8	lz:est_news_2022_300K:https://www.err.ee/1608519365/odessa-lahedal-laks-pohja-eesti-firmale-kuuluv-kaubalaev lz:est_newscrawl_2017_1M:http://www.vnl.ee/artikkel.php?id=420 web:delfi.ee:https://www.delfi.ee/artikkel/120612445/usa-televorgud-peatasid-trumpi-videokajastuse-mille-peale-kaivitas-valge-maja-trump-tv wiki:et:387195 wiki:et:440982
